dec	ra	nhits	beta	lambda	lambda1	costheta	azimuth	logdEdX	Lmu	run	eventID	selector 	
-41.45452	317.57643	34	0.87993	-4.80	-4.796	0.44964	325.16252	1.680	410.5	30442 158680000010383 0
-10.32362	163.88381	46	0.82543	-4.85	-4.849	0.70944	33.81763	2.461	436.1	30460 77196000000323 0
-10.98199	122.52582	73	0.23081	-4.80	-4.804	0.63519	152.94394	1.981	560.1	30538 82433000000617 0
-56.09012	85.87267	58	0.32881	-4.73	-4.728	0.97078	282.81696	1.804	586.3	30541 7140000000925 0
-22.04477	2.13865	40	0.45181	-5.15	-5.146	0.04217	329.91671	2.291	426.4	30541 48767000001238 0
-44.60775	230.75914	31	0.41751	-4.89	-4.894	0.20490	306.40073	1.837	441.9	30557 79014000005099 0
-42.85236	207.90997	32	0.79947	-5.16	-5.159	0.38909	216.08929	2.481	440.2	30568 73316000006895 0
-71.03351	46.56963	48	0.18798	-3.98	-3.979	0.65996	293.67884	1.965	576.6	30571 14785000007146 0
-58.25923	211.30225	41	0.47630	-4.81	-4.812	0.76358	222.56165	1.768	605.2	30571 55485000007706 0
-63.75121	238.28398	33	0.37250	-4.92	-4.916	0.78254	231.19182	1.904	620.2	30575 15437000008095 0
23.16030	182.25116	51	0.45735	-5.16	-5.159	0.02824	32.22898	2.456	431.9	30577 55955000009432 0
-37.97197	197.79688	40	0.28249	-4.95	-4.946	0.47779	331.21259	2.005	473.6	30580 27438000009803 0
-3.72771	6.19584	39	0.38304	-4.35	-4.349	0.65599	134.53962	1.813	565.7	30583 32436000010721 0
-17.51704	329.08045	83	0.18985	-4.41	-4.407	0.88839	62.25795	2.215	640.6	30601 62308000016696 0
24.64673	78.99540	64	0.44870	-5.15	-5.150	-0.03261	145.48206	2.653	426.8	30604 18251000017840 0
42.19707	29.91700	27	0.90725	-5.01	-5.015	0.07849	95.38725	2.007	435.1	30604 38694000017499 0
-37.30375	100.81220	40	0.31346	-4.49	-4.486	0.74544	189.83182	1.671	615.1	30604 97075000018210 0
-13.97872	137.28641	26	0.35562	-4.59	-4.587	0.60572	161.20301	1.730	538.3	30606 76496000018699 0
-68.16691	318.70416	35	0.87476	-5.10	-5.102	0.59019	240.92707	1.888	535.5	30614 26642000001023 0
-36.88959	247.84145	51	0.19989	-4.85	-4.849	0.65933	342.02015	1.835	562.5	30623 17371000002709 0
25.66985	90.52187	51	0.23440	-4.22	-4.217	0.01545	140.86133	2.312	432.6	30624 81162000004096 0
-14.14588	10.98979	52	0.54302	-5.15	-5.154	0.13497	346.01256	2.472	432.5	30629 100686000005059 0
12.69894	199.64975	24	0.33138	-4.83	-4.834	0.07681	156.30925	2.275	410.4	30633 46780000005586 0
12.12401	216.13313	32	0.25673	-4.67	-4.670	0.43398	128.36418	2.358	465.4	30642 54363000006494 0
-22.31248	3.11391	47	0.20446	-4.93	-4.928	0.62844	2.90424	1.816	558.9	30706 24720000000172 0
-71.48355	60.48052	38	0.32351	-4.65	-4.650	0.86106	281.39715	1.799	599.6	30706 74919000000499 0
18.75008	62.13392	41	0.28609	-4.59	-4.589	0.40003	60.04702	2.025	467.2	30706 91386000000606 0
28.87480	258.91684	57	0.24620	-4.73	-4.731	0.13847	125.53582	2.123	439.7	30711 64608000001220 0
-13.54470	199.60923	30	0.62147	-5.20	-5.199	0.03798	341.50253	1.955	422.5	30713 35477000002771 0
-9.41857	71.60876	47	0.30873	-4.29	-4.291	0.64987	148.15399	1.728	569.2	30715 19649000004247 0
-15.37990	353.21269	28	0.90942	-5.14	-5.138	0.35531	180.00176	3.203	380.5	30720 33524000008292 0
23.39801	226.79759	43	0.66960	-4.83	-4.828	0.07357	35.68583	3.064	382.1	30720 53115000008692 0
-60.30802	175.39342	46	0.16366	-4.86	-4.862	0.90736	233.05891	1.601	627.2	30725 736000011894 0
-33.28094	266.93036	37	0.82455	-4.64	-4.643	0.96529	144.12449	1.819	589.6	30727 20428000013680 0
-35.51641	27.07076	45	0.24373	-4.92	-4.920	0.63644	193.22787	1.875	561.2	30728 66993000014659 0
18.58852	330.06994	38	0.44090	-4.36	-4.357	0.31618	127.95012	1.978	456.9	30785 90750000000622 0
-75.75125	277.23072	21	0.49788	-5.15	-5.145	0.66310	287.27091	1.871	500.1	30789 33660000001648 0
-33.10525	235.06291	48	0.34881	-4.76	-4.764	0.33157	205.73058	2.165	458.2	30795 52091000001323 0
-76.65896	229.04983	56	0.25061	-5.02	-5.017	0.81036	278.69623	1.792	702.3	30799 97052000003273 0
18.40083	336.10439	41	0.29968	-5.05	-5.045	0.41836	113.76225	1.814	477.7	30802 2445000004052 0
4.70149	260.91617	38	0.44265	-4.70	-4.704	-0.03115	2.81825	2.202	435.0	30802 87859000005001 0
-20.38858	18.85539	44	0.34787	-4.81	-4.807	0.89046	127.65968	1.840	639.1	30804 4726000004939 0
-3.34635	16.45904	37	0.60481	-5.09	-5.093	0.76204	73.65159	2.067	552.4	30804 61608000005419 0
-37.15980	112.53968	48	0.32054	-5.11	-5.114	0.67357	193.75966	1.775	588.1	30806 5214000005735 0
-33.89692	242.75462	54	0.83653	-5.07	-5.071	0.00979	226.79464	2.825	407.2	30816 63722000000769 0
-34.82461	190.98989	32	0.38739	-5.05	-5.047	0.84121	358.05070	1.675	668.9	30821 15096000003688 0
8.29459	281.42249	31	0.32982	-5.03	-5.031	0.49007	129.80142	2.032	490.8	30821 45452000004187 0
-3.08199	313.93979	32	0.87930	-5.05	-5.046	0.66199	131.93496	1.875	511.9	30823 26215000005469 0
-49.67009	185.30560	73	0.37622	-4.60	-4.602	0.30078	305.12641	2.462	452.8	30823 71848000005818 0
-19.78141	322.93663	40	0.47408	-5.04	-5.045	-0.05592	327.20811	2.157	419.3	30829 65835000010135 0
12.44289	142.91584	74	0.32883	-4.95	-4.947	0.13065	22.74544	2.845	438.6	30842 7113000000508 0
8.41439	85.17797	36	0.49267	-4.69	-4.693	0.60153	69.35048	1.769	541.7	30855 39432000001626 0
-65.71879	257.16330	29	0.57252	-5.17	-5.173	0.47351	243.96812	1.822	463.2	30857 22058000002854 0
-14.65520	95.60910	48	0.36190	-4.91	-4.909	0.81287	42.51857	1.773	592.7	30872 12493000011560 0
-71.56687	114.98478	37	0.40006	-4.97	-4.974	0.85790	282.01454	1.770	561.5	30872 51006000012279 0
